cod_ine,municipio,provincia,pob,pob_previa,var
01051,Agurain/Salvatierra,Araba/Álava,5022,5022,5.022
01001,Alegría-Dulantzi,Araba/Álava,2924,2924,2.924
01002,Amurrio,Araba/Álava,10295,10295,10.295
01049,Añana,Araba/Álava,154,154,0.154
01003,Aramaio,Araba/Álava,1456,1456,1.456
01006,Armiñón,Araba/Álava,231,231,0.231
01037,Arraia-Maeztu,Araba/Álava,799,799,0.799
01008,Arratzua-Ubarrundia,Araba/Álava,1013,1013,1.013
01004,Artziniega,Araba/Álava,1806,1806,1.806
01009,Asparrena,Araba/Álava,1633,1633,1.633
01010,Ayala/Aiara,Araba/Álava,2950,2950,2.95
01011,Baños de Ebro/Mañueta,Araba/Álava,286,286,0.286
01013,Barrundia,Araba/Álava,891,891,0.891
01014,Berantevilla,Araba/Álava,462,462,0.462
01016,Bernedo,Araba/Álava,539,539,0.539
01017,Campezo/Kanpezu,Araba/Álava,1080,1080,1.08
01021,Elburgo/Burgelu,Araba/Álava,633,633,0.633
01022,Elciego,Araba/Álava,997,997,0.997
01023,Elvillar/Bilar,Araba/Álava,325,325,0.325
01047,Erriberabeitia,Araba/Álava,1413,1413,1.413
01046,Erriberagoitia/Ribera Alta,Araba/Álava,829,829,0.829
01056,Harana/Valle de Arana,Araba/Álava,226,226,0.226
01901,Iruña Oka/Iruña de Oca,Araba/Álava,3471,3471,3.471
01027,Iruraiz-Gauna,Araba/Álava,530,530,0.53
01019,Kripan,Araba/Álava,175,175,0.175
01020,Kuartango,Araba/Álava,395,395,0.395
01028,Labastida/Bastida,Araba/Álava,1529,1529,1.529
01030,Lagrán,Araba/Álava,170,170,0.17
01031,Laguardia,Araba/Álava,1469,1469,1.469
01032,Lanciego/Lantziego,Araba/Álava,693,693,0.693
01902,Lantarón,Araba/Álava,908,908,0.908
01033,Lapuebla de Labarca,Araba/Álava,863,863,0.863
01036,Laudio/Llodio,Araba/Álava,18005,18005,18.005
01058,Legutio,Araba/Álava,1993,1993,1.993
01034,Leza,Araba/Álava,219,219,0.219
01039,Moreda de Álava/Moreda Araba,Araba/Álava,212,212,0.212
01041,Navaridas,Araba/Álava,196,196,0.196
01042,Okondo,Araba/Álava,1195,1195,1.195
01043,Oyón-Oion,Araba/Álava,3455,3455,3.455
01044,Peñacerrada-Urizaharra,Araba/Álava,300,300,0.3
01052,Samaniego,Araba/Álava,308,308,0.308
01053,San Millán/Donemiliaga,Araba/Álava,720,720,0.72
01054,Urkabustaiz,Araba/Álava,1417,1417,1.417
01055,Valdegovía/Gaubea,Araba/Álava,1047,1047,1.047
01057,Villabuena de Álava/Eskuernaga,Araba/Álava,287,287,0.287
01059,Vitoria-Gasteiz,Araba/Álava,252953,252953,252.953
01060,Yécora/Iekora,Araba/Álava,266,266,0.266
01061,Zalduondo,Araba/Álava,192,192,0.192
01062,Zambrana,Araba/Álava,430,430,0.43
01018,Zigoitia,Araba/Álava,1804,1804,1.804
01063,Zuia,Araba/Álava,2319,2319,2.319
02001,Abengibre,Albacete,752,752,0.752
02002,Alatoz,Albacete,510,510,0.51
02003,Albacete,Albacete,172806,172806,172.806
02004,Albatana,Albacete,679,679,0.679
02005,Alborea,Albacete,685,685,0.685
02006,Alcadozo,Albacete,633,633,0.633
02007,Alcalá del Júcar,Albacete,1160,1160,1.16
02008,Alcaraz,Albacete,1316,1316,1.316
02009,Almansa,Albacete,24377,24377,24.377
02010,Alpera,Albacete,2290,2290,2.29
02011,Ayna,Albacete,585,585,0.585
02012,Balazote,Albacete,2355,2355,2.355
02014,El Ballestero,Albacete,413,413,0.413
02013,Balsa de Ves,Albacete,130,130,0.13
02015,Barrax,Albacete,1836,1836,1.836
02016,Bienservida,Albacete,596,596,0.596
02017,Bogarra,Albacete,768,768,0.768
02018,Bonete,Albacete,1025,1025,1.025
02019,El Bonillo,Albacete,2717,2717,2.717
02020,Carcelén,Albacete,500,500,0.5
02021,Casas de Juan Núñez,Albacete,1361,1361,1.361
02022,Casas de Lázaro,Albacete,327,327,0.327
02023,Casas de Ves,Albacete,565,565,0.565
02024,Casas-Ibáñez,Albacete,4530,4530,4.53
02025,Caudete,Albacete,10058,10058,10.058
02026,Cenizate,Albacete,1198,1198,1.198
02029,Chinchilla de Monte-Aragón,Albacete,4330,4330,4.33
02027,Corral-Rubio,Albacete,306,306,0.306
02028,Cotillas,Albacete,132,132,0.132
02030,Elche de la Sierra,Albacete,3551,3551,3.551
02031,Férez,Albacete,629,629,0.629
02032,Fuensanta,Albacete,284,284,0.284
02033,Fuente-Álamo,Albacete,2445,2445,2.445
02034,Fuentealbilla,Albacete,1830,1830,1.83
02035,La Gineta,Albacete,2539,2539,2.539
02036,Golosalvo,Albacete,99,99,0.099
02037,Hellín,Albacete,30305,30305,30.305
02038,La Herrera,Albacete,318,318,0.318
02039,Higueruela,Albacete,1143,1143,1.143
02040,Hoya-Gonzalo,Albacete,604,604,0.604
02041,Jorquera,Albacete,365,365,0.365
02042,Letur,Albacete,906,906,0.906
02043,Lezuza,Albacete,1326,1326,1.326
02044,Liétor,Albacete,1124,1124,1.124
02045,Madrigueras,Albacete,4651,4651,4.651
02046,Mahora,Albacete,1389,1389,1.389
02047,Masegoso,Albacete,105,105,0.105
02048,Minaya,Albacete,1503,1503,1.503
02049,Molinicos,Albacete,843,843,0.843
02050,Montalvos,Albacete,86,86,0.086
02051,Montealegre del Castillo,Albacete,2038,2038,2.038
02052,Motilleja,Albacete,610,610,0.61
02053,Munera,Albacete,3436,3436,3.436
02054,Navas de Jorquera,Albacete,535,535,0.535
02055,Nerpio,Albacete,1199,1199,1.199
02056,Ontur,Albacete,1965,1965,1.965
02057,Ossa de Montiel,Albacete,2241,2241,2.241
02058,Paterna del Madera,Albacete,324,324,0.324
02060,Peñas de San Pedro,Albacete,1412,1412,1.412
02059,Peñascosa,Albacete,322,322,0.322
02061,Pétrola,Albacete,674,674,0.674
02062,Povedilla,Albacete,404,404,0.404
02901,Pozo Cañada,Albacete,2800,2800,2.8
02063,Pozohondo,Albacete,1583,1583,1.583
02064,Pozo-Lorente,Albacete,391,391,0.391
02065,Pozuelo,Albacete,465,465,0.465
02066,La Recueja,Albacete,225,225,0.225
02067,Riópar,Albacete,1324,1324,1.324
02068,Robledo,Albacete,390,390,0.39
02069,La Roda,Albacete,15513,15513,15.513
02070,Salobre,Albacete,463,463,0.463
02071,San Pedro,Albacete,1152,1152,1.152
02072,Socovos,Albacete,1738,1738,1.738
02073,Tarazona de la Mancha,Albacete,6210,6210,6.21
02074,Tobarra,Albacete,7700,7700,7.7
02075,Valdeganga,Albacete,1956,1956,1.956
02076,Vianos,Albacete,327,327,0.327
02077,Villa de Ves,Albacete,61,61,0.061
02078,Villalgordo del Júcar,Albacete,1089,1089,1.089
02079,Villamalea,Albacete,4029,4029,4.029
02080,Villapalacios,Albacete,554,554,0.554
02081,Villarrobledo,Albacete,25037,25037,25.037
02082,Villatoya,Albacete,108,108,0.108
02083,Villavaliente,Albacete,216,216,0.216
02084,Villaverde de Guadalimar,Albacete,334,334,0.334
02085,Viveros,Albacete,332,332,0.332
02086,Yeste,Albacete,2584,2584,2.584
03002,Agost,Alicante/Alacant,4909,4909,4.909
03003,Agres,Alicante/Alacant,582,582,0.582
03004,Aigües,Alicante/Alacant,1045,1045,1.045
03005,Albatera,Alicante/Alacant,12704,12704,12.704
03006,Alcalalí,Alicante/Alacant,1321,1321,1.321
03007,Alcocer de Planes,Alicante/Alacant,245,245,0.245
03008,Alcoleja,Alicante/Alacant,186,186,0.186
03009,Alcoy/Alcoi,Alicante/Alacant,59187,59187,59.187
03010,Alfafara,Alicante/Alacant,408,408,0.408
03011,L'Alfàs del Pi,Alicante/Alacant,19615,19615,19.615
03012,Algorfa,Alicante/Alacant,3459,3459,3.459
03013,Algueña,Alicante/Alacant,1339,1339,1.339
03014,Alicante/Alacant,Alicante/Alacant,338768,338768,338.768
03015,Almoradí,Alicante/Alacant,21303,21303,21.303
03016,Almudaina,Alicante/Alacant,118,118,0.118
03017,L'Alqueria d'Asnar,Alicante/Alacant,498,498,0.498
03018,Altea,Alicante/Alacant,22810,22810,22.81
03019,Aspe,Alicante/Alacant,21065,21065,21.065
03001,L'Atzúbia,Alicante/Alacant,625,625,0.625
03020,Balones,Alicante/Alacant,134,134,0.134
03021,Banyeres de Mariola,Alicante/Alacant,7103,7103,7.103
03022,Benasau,Alicante/Alacant,167,167,0.167
03023,Beneixama,Alicante/Alacant,1719,1719,1.719
03024,Benejúzar,Alicante/Alacant,5487,5487,5.487
03025,Benferri,Alicante/Alacant,1934,1934,1.934
03026,Beniarbeig,Alicante/Alacant,2237,2237,2.237
03027,Beniardá,Alicante/Alacant,197,197,0.197
03028,Beniarrés,Alicante/Alacant,1088,1088,1.088
03030,Benidoleig,Alicante/Alacant,1153,1153,1.153
03031,Benidorm,Alicante/Alacant,68874,68874,68.874
03032,Benifallim,Alicante/Alacant,102,102,0.102
03033,Benifato,Alicante/Alacant,133,133,0.133
03029,Benigembla,Alicante/Alacant,477,477,0.477
03034,Benijófar,Alicante/Alacant,3303,3303,3.303
03035,Benilloba,Alicante/Alacant,739,739,0.739
03036,Benillup,Alicante/Alacant,102,102,0.102
03037,Benimantell,Alicante/Alacant,496,496,0.496
03038,Benimarfull,Alicante/Alacant,398,398,0.398
03039,Benimassot,Alicante/Alacant,97,97,0.097
03040,Benimeli,Alicante/Alacant,411,411,0.411
03041,Benissa,Alicante/Alacant,11517,11517,11.517
03042,"Benitachell/Poble Nou de Benitatxell, el",Alicante/Alacant,4481,4481,4.481
03043,Biar,Alicante/Alacant,3632,3632,3.632
03044,Bigastro,Alicante/Alacant,6972,6972,6.972
03045,Bolulla,Alicante/Alacant,424,424,0.424
03046,Busot,Alicante/Alacant,3191,3191,3.191
03049,Callosa de Segura,Alicante/Alacant,19274,19274,19.274
03048,Callosa d'en Sarrià,Alicante/Alacant,7677,7677,7.677
03047,Calp,Alicante/Alacant,23593,23593,23.593
03050,El Campello,Alicante/Alacant,29106,29106,29.106
03051,El Campo de Mirra/El Camp de Mirra,Alicante/Alacant,428,428,0.428
03052,Cañada,Alicante/Alacant,1191,1191,1.191
03053,Castalla,Alicante/Alacant,10798,10798,10.798
03054,Castell de Castells,Alicante/Alacant,427,427,0.427
03075,El Castell de Guadalest,Alicante/Alacant,245,245,0.245
03055,Catral,Alicante/Alacant,8940,8940,8.94
03056,Cocentaina,Alicante/Alacant,11459,11459,11.459
03057,Confrides,Alicante/Alacant,278,278,0.278
03058,Cox,Alicante/Alacant,7405,7405,7.405
03059,Crevillent,Alicante/Alacant,29659,29659,29.659
03061,Daya Nueva,Alicante/Alacant,1777,1777,1.777
03062,Daya Vieja,Alicante/Alacant,698,698,0.698
03063,Dénia,Alicante/Alacant,43126,43126,43.126
03064,Dolores,Alicante/Alacant,7614,7614,7.614
03065,Elche/Elx,Alicante/Alacant,235566,235566,235.566
03066,Elda,Alicante/Alacant,52580,52580,52.58
03067,Facheca,Alicante/Alacant,104,104,0.104
03068,Famorca,Alicante/Alacant,45,45,0.045
03069,Finestrat,Alicante/Alacant,7428,7428,7.428
03077,El Fondó de les Neus/El Hondón de las Nieves,Alicante/Alacant,2636,2636,2.636
03070,Formentera del Segura,Alicante/Alacant,4380,4380,4.38
03072,Gaianes,Alicante/Alacant,519,519,0.519
03071,Gata de Gorgos,Alicante/Alacant,6241,6241,6.241
03073,Gorga,Alicante/Alacant,262,262,0.262
03074,Granja de Rocamora,Alicante/Alacant,2601,2601,2.601
03076,Guardamar del Segura,Alicante/Alacant,15850,15850,15.85
03078,Hondón de los Frailes,Alicante/Alacant,1284,1284,1.284
03079,Ibi,Alicante/Alacant,23692,23692,23.692
03080,Jacarilla,Alicante/Alacant,1948,1948,1.948
03082,Jávea/Xàbia,Alicante/Alacant,28782,28782,28.782
03083,Jijona/Xixona,Alicante/Alacant,6882,6882,6.882
03085,Llíber,Alicante/Alacant,960,960,0.96
03084,Lorcha/L'Orxa,Alicante/Alacant,581,581,0.581
03086,Millena,Alicante/Alacant,243,243,0.243
03088,Monforte del Cid,Alicante/Alacant,8543,8543,8.543
03089,Monóvar/Monòver,Alicante/Alacant,12185,12185,12.185
03903,Los Montesinos,Alicante/Alacant,5115,5115,5.115
03091,Murla,Alicante/Alacant,533,533,0.533
03092,Muro de Alcoy,Alicante/Alacant,9329,9329,9.329
03090,Mutxamel,Alicante/Alacant,25798,25798,25.798
03093,Novelda,Alicante/Alacant,25578,25578,25.578
03094,La Nucia,Alicante/Alacant,18180,18180,18.18
03095,Ondara,Alicante/Alacant,7082,7082,7.082
03096,Onil,Alicante/Alacant,7612,7612,7.612
03097,Orba,Alicante/Alacant,2288,2288,2.288
03099,Orihuela,Alicante/Alacant,78486,78486,78.486
03098,Orxeta,Alicante/Alacant,821,821,0.821
03100,Parcent,Alicante/Alacant,1004,1004,1.004
03101,Pedreguer,Alicante/Alacant,7968,7968,7.968
03102,Pego,Alicante/Alacant,10247,10247,10.247
03103,Penàguila,Alicante/Alacant,278,278,0.278
03104,Petrer,Alicante/Alacant,34055,34055,34.055
03902,Pilar de la Horadada,Alicante/Alacant,22626,22626,22.626
03105,El Pinós/Pinoso,Alicante/Alacant,8150,8150,8.15
03106,Planes,Alicante/Alacant,697,697,0.697
03901,Els Poblets,Alicante/Alacant,2724,2724,2.724
03107,Polop,Alicante/Alacant,5095,5095,5.095
03060,Quatretondeta,Alicante/Alacant,117,117,0.117
03109,Rafal,Alicante/Alacant,4583,4583,4.583
03110,El Ràfol d'Almúnia,Alicante/Alacant,674,674,0.674
03111,Redován,Alicante/Alacant,8025,8025,8.025
03112,Relleu,Alicante/Alacant,1184,1184,1.184
03113,Rojales,Alicante/Alacant,16295,16295,16.295
03114,La Romana,Alicante/Alacant,2530,2530,2.53
03115,Sagra,Alicante/Alacant,427,427,0.427
03116,Salinas,Alicante/Alacant,1643,1643,1.643
03118,San Fulgencio,Alicante/Alacant,8823,8823,8.823
03904,San Isidro,Alicante/Alacant,2139,2139,2.139
03120,San Miguel de Salinas,Alicante/Alacant,6662,6662,6.662
03122,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante/Alacant,58925,58925,58.925
03117,Sanet y Negrals,Alicante/Alacant,692,692,0.692
03119,Sant Joan d'Alacant,Alicante/Alacant,24354,24354,24.354
03121,Santa Pola,Alicante/Alacant,34453,34453,34.453
03123,Sax,Alicante/Alacant,9933,9933,9.933
03124,Sella,Alicante/Alacant,579,579,0.579
03125,Senija,Alicante/Alacant,606,606,0.606
03127,Tàrbena,Alicante/Alacant,634,634,0.634
03128,Teulada,Alicante/Alacant,11608,11608,11.608
03129,Tibi,Alicante/Alacant,1698,1698,1.698
03130,Tollos,Alicante/Alacant,39,39,0.039
03131,Tormos,Alicante/Alacant,331,331,0.331
03132,Torremanzanas/la Torre de les Maçanes,Alicante/Alacant,687,687,0.687
03133,Torrevieja,Alicante/Alacant,83740,83740,83.74
03134,La Vall d'Alcalà,Alicante/Alacant,165,165,0.165
03136,Vall de Gallinera,Alicante/Alacant,505,505,0.505
03137,La Vall de Laguar,Alicante/Alacant,848,848,0.848
03135,La Vall d'Ebo,Alicante/Alacant,207,207,0.207
03138,El Verger,Alicante/Alacant,4856,4856,4.856
03139,Villajoyosa/La Vila Joiosa,Alicante/Alacant,34719,34719,34.719
03140,Villena,Alicante/Alacant,33992,33992,33.992
03081,Xaló,Alicante/Alacant,2935,2935,2.935
04001,Abla,Almería,1260,1260,1.26
04002,Abrucena,Almería,1212,1212,1.212
04003,Adra,Almería,25482,25482,25.482
04004,Albanchez,Almería,720,720,0.72
04005,Alboloduy,Almería,614,614,0.614
04006,Albox,Almería,12336,12336,12.336
04007,Alcolea,Almería,853,853,0.853
04008,Alcóntar,Almería,550,550,0.55
04009,Alcudia de Monteagud,Almería,128,128,0.128
04010,Alhabia,Almería,677,677,0.677
04011,Alhama de Almería,Almería,3744,3744,3.744
04012,Alicún,Almería,203,203,0.203
04013,Almería,Almería,200273,200273,200.273
04014,Almócita,Almería,197,197,0.197
04015,Alsodux,Almería,132,132,0.132
04016,Antas,Almería,3354,3354,3.354
04017,Arboleas,Almería,4666,4666,4.666
04018,Armuña de Almanzora,Almería,310,310,0.31
04019,Bacares,Almería,246,246,0.246
04904,Balanegra,Almería,3062,3062,3.062
04020,Bayárcal,Almería,322,322,0.322
04021,Bayarque,Almería,218,218,0.218
04022,Bédar,Almería,977,977,0.977
04023,Beires,Almería,133,133,0.133
04024,Benahadux,Almería,4534,4534,4.534
04026,Benitagla,Almería,59,59,0.059
04027,Benizalón,Almería,259,259,0.259
04028,Bentarique,Almería,240,240,0.24
04029,Berja,Almería,12623,12623,12.623
04030,Canjáyar,Almería,1175,1175,1.175
04031,Cantoria,Almería,3432,3432,3.432
04032,Carboneras,Almería,8195,8195,8.195
04033,Castro de Filabres,Almería,114,114,0.114
04036,Chercos,Almería,291,291,0.291
04037,Chirivel,Almería,1506,1506,1.506
04034,Cóbdar,Almería,169,169,0.169
04035,Cuevas del Almanzora,Almería,14567,14567,14.567
04038,Dalías,Almería,4092,4092,4.092
04902,El Ejido,Almería,83310,83310,83.31
04041,Enix,Almería,540,540,0.54
04043,Felix,Almería,664,664,0.664
04044,Fines,Almería,2147,2147,2.147
04045,Fiñana,Almería,2001,2001,2.001
04046,Fondón,Almería,1033,1033,1.033
04047,Gádor,Almería,3003,3003,3.003
04048,Los Gallardos,Almería,3008,3008,3.008
04049,Garrucha,Almería,9826,9826,9.826
04050,Gérgal,Almería,1101,1101,1.101
04051,Huécija,Almería,487,487,0.487
04052,Huércal de Almería,Almería,18110,18110,18.11
04053,Huércal-Overa,Almería,19656,19656,19.656
04054,Íllar,Almería,431,431,0.431
04055,Instinción,Almería,462,462,0.462
04056,Laroya,Almería,195,195,0.195
04057,Láujar de Andarax,Almería,1591,1591,1.591
04058,Líjar,Almería,402,402,0.402
04059,Lubrín,Almería,1493,1493,1.493
04060,Lucainena de las Torres,Almería,582,582,0.582
04061,Lúcar,Almería,778,778,0.778
04062,Macael,Almería,5483,5483,5.483
04063,María,Almería,1236,1236,1.236
04064,Mojácar,Almería,7210,7210,7.21
04903,La Mojonera,Almería,8967,8967,8.967
04065,Nacimiento,Almería,488,488,0.488
04066,Níjar,Almería,31558,31558,31.558
04067,Ohanes,Almería,560,560,0.56
04068,Olula de Castro,Almería,188,188,0.188
04069,Olula del Río,Almería,6254,6254,6.254
04070,Oria,Almería,2254,2254,2.254
04071,Padules,Almería,435,435,0.435
04072,Partaloa,Almería,1007,1007,1.007
04073,Paterna del Río,Almería,388,388,0.388
04074,Pechina,Almería,4156,4156,4.156
04075,Pulpí,Almería,10642,10642,10.642
04076,Purchena,Almería,1615,1615,1.615
04077,Rágol,Almería,305,305,0.305
04078,Rioja,Almería,1507,1507,1.507
04079,Roquetas de Mar,Almería,98364,98364,98.364
04080,Santa Cruz de Marchena,Almería,190,190,0.19
04081,Santa Fe de Mondújar,Almería,478,478,0.478
04082,Senés,Almería,297,297,0.297
04083,Serón,Almería,2051,2051,2.051
04084,Sierro,Almería,380,380,0.38
04085,Somontín,Almería,449,449,0.449
04086,Sorbas,Almería,2459,2459,2.459
04087,Suflí,Almería,197,197,0.197
04088,Tabernas,Almería,3882,3882,3.882
04089,Taberno,Almería,997,997,0.997
04090,Tahal,Almería,350,350,0.35
04091,Terque,Almería,366,366,0.366
04092,Tíjola,Almería,3517,3517,3.517
04901,Las Tres Villas,Almería,564,564,0.564
04093,Turre,Almería,3969,3969,3.969
04094,Turrillas,Almería,258,258,0.258
04095,Uleila del Campo,Almería,821,821,0.821
04096,Urrácal,Almería,366,366,0.366
04097,Velefique,Almería,235,235,0.235
04098,Vélez-Blanco,Almería,1952,1952,1.952
04099,Vélez-Rubio,Almería,6507,6507,6.507
04100,Vera,Almería,17607,17607,17.607
04101,Viator,Almería,6077,6077,6.077
04102,Vícar,Almería,27227,27227,27.227
04103,Zurgena,Almería,2872,2872,2.872
05001,Adanero,Ávila,196,196,0.196
05002,La Adrada,Ávila,2752,2752,2.752
05005,Albornos,Ávila,171,171,0.171
05007,Aldeanueva de Santa Cruz,Ávila,114,114,0.114
05008,Aldeaseca,Ávila,218,218,0.218
05010,La Aldehuela,Ávila,150,150,0.15
05012,Amavida,Ávila,127,127,0.127
05013,El Arenal,Ávila,942,942,0.942
05014,Arenas de San Pedro,Ávila,6431,6431,6.431
05015,Arevalillo,Ávila,67,67,0.067
05016,Arévalo,Ávila,7896,7896,7.896
05017,Aveinte,Ávila,82,82,0.082
05018,Avellaneda,Ávila,27,27,0.027
05019,Ávila,Ávila,58120,58120,58.12
05021,El Barco de Ávila,Ávila,2310,2310,2.31
05022,El Barraco,Ávila,1970,1970,1.97
05023,Barromán,Ávila,181,181,0.181
05024,Becedas,Ávila,182,182,0.182
05025,Becedillas,Ávila,77,77,0.077
05026,Bercial de Zapardiel,Ávila,192,192,0.192
05027,Las Berlanas,Ávila,335,335,0.335
05029,Bernuy-Zapardiel,Ávila,90,90,0.09
05030,Berrocalejo de Aragona,Ávila,49,49,0.049
05033,Blascomillán,Ávila,181,181,0.181
05034,Blasconuño de Matacabras,Ávila,15,15,0.015
05035,Blascosancho,Ávila,101,101,0.101
05036,El Bohodón,Ávila,117,117,0.117
05037,Bohoyo,Ávila,232,232,0.232
05038,Bonilla de la Sierra,Ávila,131,131,0.131
05039,Brabos,Ávila,45,45,0.045
05040,Bularros,Ávila,63,63,0.063
05041,Burgohondo,Ávila,1227,1227,1.227
05042,Cabezas de Alambre,Ávila,160,160,0.16
05043,Cabezas del Pozo,Ávila,68,68,0.068
05044,Cabezas del Villar,Ávila,271,271,0.271
05045,Cabizuela,Ávila,82,82,0.082
05046,Canales,Ávila,39,39,0.039
05047,Candeleda,Ávila,5043,5043,5.043
05048,Cantiveros,Ávila,101,101,0.101
05049,Cardeñosa,Ávila,427,427,0.427
05051,La Carrera,Ávila,163,163,0.163
05052,Casas del Puerto,Ávila,83,83,0.083
05053,Casasola,Ávila,71,71,0.071
05054,Casavieja,Ávila,1433,1433,1.433
05055,Casillas,Ávila,635,635,0.635
05056,Castellanos de Zapardiel,Ávila,94,94,0.094
05057,Cebreros,Ávila,3254,3254,3.254
05058,Cepeda la Mora,Ávila,71,71,0.071
05067,Chamartín,Ávila,68,68,0.068
05059,Cillán,Ávila,82,82,0.082
05060,Cisla,Ávila,103,103,0.103
05061,La Colilla,Ávila,341,341,0.341
05062,Collado de Contreras,Ávila,160,160,0.16
05063,Collado del Mirón,Ávila,31,31,0.031
05064,Constanzana,Ávila,107,107,0.107
05065,Crespos,Ávila,496,496,0.496
05066,Cuevas del Valle,Ávila,514,514,0.514
05903,Diego del Carpio,Ávila,118,118,0.118
05069,Donjimeno,Ávila,73,73,0.073
05070,Donvidas,Ávila,30,30,0.03
05072,Espinosa de los Caballeros,Ávila,110,110,0.11
05073,Flores de Ávila,Ávila,287,287,0.287
05074,Fontiveros,Ávila,736,736,0.736
05075,Fresnedilla,Ávila,110,110,0.11
05076,El Fresno,Ávila,592,592,0.592
05077,Fuente el Saúz,Ávila,158,158,0.158
05078,Fuentes de Año,Ávila,96,96,0.096
05079,Gallegos de Altamiros,Ávila,64,64,0.064
05080,Gallegos de Sobrinos,Ávila,36,36,0.036
05081,Garganta del Villar,Ávila,42,42,0.042
05082,Gavilanes,Ávila,577,577,0.577
05083,Gemuño,Ávila,147,147,0.147
05085,Gil García,Ávila,42,42,0.042
05084,Gilbuena,Ávila,62,62,0.062
05086,Gimialcón,Ávila,74,74,0.074
05087,Gotarrendura,Ávila,169,169,0.169
05088,Grandes y San Martín,Ávila,26,26,0.026
05089,Guisando,Ávila,526,526,0.526
05090,Gutierre-Muñoz,Ávila,74,74,0.074
05092,Hernansancho,Ávila,155,155,0.155
05093,Herradón de Pinares,Ávila,452,452,0.452
05094,Herreros de Suso,Ávila,131,131,0.131
05095,Higuera de las Dueñas,Ávila,265,265,0.265
05096,La Hija de Dios,Ávila,77,77,0.077
05097,La Horcajada,Ávila,495,495,0.495
05099,Horcajo de las Torres,Ávila,485,485,0.485
05100,El Hornillo,Ávila,280,280,0.28
05102,El Hoyo de Pinares,Ávila,2154,2154,2.154
05101,Hoyocasero,Ávila,273,273,0.273
05103,Hoyorredondo,Ávila,62,62,0.062
05106,Hoyos de Miguel Muñoz,Ávila,26,26,0.026
05104,Hoyos del Collado,Ávila,32,32,0.032
05105,Hoyos del Espino,Ávila,378,378,0.378
05107,Hurtumpascual,Ávila,48,48,0.048
05108,Junciana,Ávila,40,40,0.04
05109,Langa,Ávila,472,472,0.472
05110,Lanzahíta,Ávila,853,853,0.853
05113,Los Llanos de Tormes,Ávila,58,58,0.058
05112,El Losar del Barco,Ávila,109,109,0.109
05114,Madrigal de las Altas Torres,Ávila,1381,1381,1.381
05115,Maello,Ávila,638,638,0.638
05116,Malpartida de Corneja,Ávila,93,93,0.093
05117,Mamblas,Ávila,202,202,0.202
05118,Mancera de Arriba,Ávila,72,72,0.072
05119,Manjabálago y Ortigosa de Rioalmar,Ávila,22,22,0.022
05120,Marlín,Ávila,33,33,0.033
05121,Martiherrero,Ávila,336,336,0.336
05122,Martínez,Ávila,111,111,0.111
05123,Mediana de Voltoya,Ávila,118,118,0.118
05124,Medinilla,Ávila,98,98,0.098
05125,Mengamuñoz,Ávila,59,59,0.059
05126,Mesegar de Corneja,Ávila,60,60,0.06
05127,Mijares,Ávila,743,743,0.743
05128,Mingorría,Ávila,378,378,0.378
05129,El Mirón,Ávila,114,114,0.114
05130,Mironcillo,Ávila,106,106,0.106
05131,Mirueña de los Infanzones,Ávila,84,84,0.084
05132,Mombeltrán,Ávila,932,932,0.932
05133,Monsalupe,Ávila,60,60,0.06
05134,Moraleja de Matacabras,Ávila,54,54,0.054
05135,Muñana,Ávila,406,406,0.406
05136,Muñico,Ávila,81,81,0.081
05138,Muñogalindo,Ávila,326,326,0.326
05139,Muñogrande,Ávila,77,77,0.077
05140,Muñomer del Peco,Ávila,108,108,0.108
05141,Muñopepe,Ávila,101,101,0.101
05142,Muñosancho,Ávila,91,91,0.091
05143,Muñotello,Ávila,65,65,0.065
05144,Narrillos del Álamo,Ávila,71,71,0.071
05145,Narrillos del Rebollar,Ávila,38,38,0.038
05149,Narros de Saldueña,Ávila,105,105,0.105
05147,Narros del Castillo,Ávila,160,160,0.16
05148,Narros del Puerto,Ávila,26,26,0.026
05152,Nava de Arévalo,Ávila,713,713,0.713
05153,Nava del Barco,Ávila,79,79,0.079
05151,Navacepedilla de Corneja,Ávila,92,92,0.092
05154,Navadijos,Ávila,34,34,0.034
05155,Navaescurial,Ávila,48,48,0.048
05156,Navahondilla,Ávila,355,355,0.355
05157,Navalacruz,Ávila,224,224,0.224
05158,Navalmoral,Ávila,353,353,0.353
05159,Navalonguilla,Ávila,211,211,0.211
05160,Navalosa,Ávila,321,321,0.321
05161,Navalperal de Pinares,Ávila,766,766,0.766
05162,Navalperal de Tormes,Ávila,87,87,0.087
05163,Navaluenga,Ávila,2111,2111,2.111
05164,Navaquesera,Ávila,22,22,0.022
05165,Navarredonda de Gredos,Ávila,428,428,0.428
05166,Navarredondilla,Ávila,172,172,0.172
05167,Navarrevisca,Ávila,275,275,0.275
05168,Las Navas del Marqués,Ávila,5268,5268,5.268
05169,Navatalgordo,Ávila,243,243,0.243
05170,Navatejares,Ávila,55,55,0.055
05171,Neila de San Miguel,Ávila,64,64,0.064
05172,Niharra,Ávila,189,189,0.189
05173,Ojos-Albos,Ávila,84,84,0.084
05174,Orbita,Ávila,71,71,0.071
05175,El Oso,Ávila,150,150,0.15
05176,Padiernos,Ávila,272,272,0.272
05177,Pajares de Adaja,Ávila,145,145,0.145
