cod_ine,municipio,provincia,pob,pob_previa,var
09179,Iglesiarrubia,Burgos,43,43,0.043
09180,Iglesias,Burgos,146,146,0.146
09181,Isar,Burgos,290,290,0.29
09182,Itero del Castillo,Burgos,80,80,0.08
09183,Jaramillo de la Fuente,Burgos,42,42,0.042
09184,Jaramillo Quemado,Burgos,10,10,0.01
09189,Junta de Traslaloma,Burgos,122,122,0.122
09190,Junta de Villalba de Losa,Burgos,87,87,0.087
09191,Jurisdicción de Lara,Burgos,31,31,0.031
09192,Jurisdicción de San Zadornil,Burgos,62,62,0.062
09194,Lerma,Burgos,2596,2596,2.596
09195,Llano de Bureba,Burgos,53,53,0.053
09196,Madrigal del Monte,Burgos,152,152,0.152
09197,Madrigalejo del Monte,Burgos,181,181,0.181
09198,Mahamud,Burgos,111,111,0.111
09199,Mambrilla de Castrejón,Burgos,100,100,0.1
09200,Mambrillas de Lara,Burgos,45,45,0.045
09201,Mamolar,Burgos,26,26,0.026
09202,Manciles,Burgos,22,22,0.022
09206,Mazuela,Burgos,59,59,0.059
09208,Mecerreyes,Burgos,196,196,0.196
09209,Medina de Pomar,Burgos,5827,5827,5.827
09211,Melgar de Fernamental,Burgos,1558,1558,1.558
09213,Merindad de Cuesta-Urria,Burgos,288,288,0.288
09214,Merindad de Montija,Burgos,728,728,0.728
09906,Merindad de Río Ubierna,Burgos,1435,1435,1.435
09215,Merindad de Sotoscueva,Burgos,409,409,0.409
09216,Merindad de Valdeporres,Burgos,431,431,0.431
09217,Merindad de Valdivielso,Burgos,386,386,0.386
09218,Milagros,Burgos,441,441,0.441
09219,Miranda de Ebro,Burgos,35530,35530,35.53
09220,Miraveche,Burgos,85,85,0.085
09221,Modúbar de la Emparedada,Burgos,764,764,0.764
09223,Monasterio de la Sierra,Burgos,40,40,0.04
09224,Monasterio de Rodilla,Burgos,165,165,0.165
09225,Moncalvillo,Burgos,83,83,0.083
09226,Monterrubio de la Demanda,Burgos,58,58,0.058
09227,Montorio,Burgos,146,146,0.146
09228,Moradillo de Roa,Burgos,165,165,0.165
09229,Nava de Roa,Burgos,207,207,0.207
09230,Navas de Bureba,Burgos,31,31,0.031
09231,Nebreda,Burgos,51,51,0.051
09232,Neila,Burgos,144,144,0.144
09235,Olmedillo de Roa,Burgos,188,188,0.188
09236,Olmillos de Muñó,Burgos,36,36,0.036
09238,Oña,Burgos,1007,1007,1.007
09239,Oquillas,Burgos,47,47,0.047
09241,Orbaneja Riopico,Burgos,356,356,0.356
09242,Padilla de Abajo,Burgos,76,76,0.076
09243,Padilla de Arriba,Burgos,85,85,0.085
09244,Padrones de Bureba,Burgos,45,45,0.045
09246,Palacios de la Sierra,Burgos,701,701,0.701
09247,Palacios de Riopisuerga,Burgos,22,22,0.022
09248,Palazuelos de la Sierra,Burgos,86,86,0.086
09249,Palazuelos de Muñó,Burgos,53,53,0.053
09250,Pampliega,Burgos,293,293,0.293
09251,Pancorbo,Burgos,423,423,0.423
09253,Pardilla,Burgos,116,116,0.116
09255,Partido de la Sierra en Tobalina,Burgos,84,84,0.084
09256,Pedrosa de Duero,Burgos,487,487,0.487
09259,Pedrosa de Río Úrbel,Burgos,252,252,0.252
09257,Pedrosa del Páramo,Burgos,84,84,0.084
09258,Pedrosa del Príncipe,Burgos,165,165,0.165
09261,Peñaranda de Duero,Burgos,503,503,0.503
09262,Peral de Arlanza,Burgos,175,175,0.175
09265,Piérnigas,Burgos,37,37,0.037
09266,Pineda de la Sierra,Burgos,100,100,0.1
09267,Pineda Trasmonte,Burgos,117,117,0.117
09268,Pinilla de los Barruecos,Burgos,99,99,0.099
09269,Pinilla de los Moros,Burgos,40,40,0.04
09270,Pinilla Trasmonte,Burgos,167,167,0.167
09272,Poza de la Sal,Burgos,292,292,0.292
09273,Prádanos de Bureba,Burgos,56,56,0.056
09274,Pradoluengo,Burgos,1118,1118,1.118
09275,Presencio,Burgos,179,179,0.179
09276,La Puebla de Arganzón,Burgos,514,514,0.514
09277,Puentedura,Burgos,120,120,0.12
09279,Quemada,Burgos,247,247,0.247
09281,Quintana del Pidio,Burgos,156,156,0.156
09280,Quintanabureba,Burgos,30,30,0.03
09283,Quintanaélez,Burgos,43,43,0.043
09287,Quintanaortuño,Burgos,256,256,0.256
09288,Quintanapalla,Burgos,112,112,0.112
09289,Quintanar de la Sierra,Burgos,1587,1587,1.587
09292,Quintanavides,Burgos,75,75,0.075
09294,Quintanilla de la Mata,Burgos,115,115,0.115
09901,Quintanilla del Agua y Tordueles,Burgos,356,356,0.356
09295,Quintanilla del Coco,Burgos,50,50,0.05
09298,Quintanilla San García,Burgos,79,79,0.079
09301,Quintanilla Vivar,Burgos,875,875,0.875
09297,Las Quintanillas,Burgos,379,379,0.379
09302,Rabanera del Pinar,Burgos,98,98,0.098
09303,Rábanos,Burgos,79,79,0.079
09304,Rabé de las Calzadas,Burgos,231,231,0.231
09306,Rebolledo de la Torre,Burgos,95,95,0.095
09307,Redecilla del Camino,Burgos,107,107,0.107
09308,Redecilla del Campo,Burgos,64,64,0.064
09309,Regumiel de la Sierra,Burgos,333,333,0.333
09310,Reinoso,Burgos,15,15,0.015
09311,Retuerta,Burgos,66,66,0.066
09314,Revilla del Campo,Burgos,107,107,0.107
09316,Revilla Vallejera,Burgos,102,102,0.102
09312,La Revilla y Ahedo,Burgos,102,102,0.102
09315,Revillarruz,Burgos,558,558,0.558
09317,Rezmondo,Burgos,21,21,0.021
09318,Riocavado de la Sierra,Burgos,57,57,0.057
09321,Roa,Burgos,2254,2254,2.254
09323,Rojas,Burgos,61,61,0.061
09325,Royuela de Río Franco,Burgos,177,177,0.177
09326,Rubena,Burgos,193,193,0.193
09327,Rublacedo de Abajo,Burgos,28,28,0.028
09328,Rucandio,Burgos,64,64,0.064
09329,Salas de Bureba,Burgos,133,133,0.133
09330,Salas de los Infantes,Burgos,1975,1975,1.975
09332,Saldaña de Burgos,Burgos,180,180,0.18
09334,Salinillas de Bureba,Burgos,51,51,0.051
09335,San Adrián de Juarros,Burgos,93,93,0.093
09337,San Juan del Monte,Burgos,155,155,0.155
09338,San Mamés de Burgos,Burgos,318,318,0.318
09339,San Martín de Rubiales,Burgos,144,144,0.144
09340,San Millán de Lara,Burgos,69,69,0.069
09360,San Vicente del Valle,Burgos,28,28,0.028
09343,Santa Cecilia,Burgos,100,100,0.1
09345,Santa Cruz de la Salceda,Burgos,132,132,0.132
09346,Santa Cruz del Valle Urbión,Burgos,101,101,0.101
09347,Santa Gadea del Cid,Burgos,152,152,0.152
09348,Santa Inés,Burgos,152,152,0.152
09350,Santa María del Campo,Burgos,517,517,0.517
09351,Santa María del Invierno,Burgos,66,66,0.066
09352,Santa María del Mercadillo,Burgos,104,104,0.104
09353,Santa María Rivarredonda,Burgos,99,99,0.099
09354,Santa Olalla de Bureba,Burgos,36,36,0.036
09355,Santibáñez de Esgueva,Burgos,85,85,0.085
09356,Santibáñez del Val,Burgos,54,54,0.054
09358,Santo Domingo de Silos,Burgos,263,263,0.263
09361,Sargentes de la Lora,Burgos,112,112,0.112
09362,Sarracín,Burgos,251,251,0.251
09363,Sasamón,Burgos,966,966,0.966
09365,La Sequera de Haza,Burgos,25,25,0.025
09366,Solarana,Burgos,73,73,0.073
09368,Sordillos,Burgos,28,28,0.028
09369,Sotillo de la Ribera,Burgos,468,468,0.468
09372,Sotragero,Burgos,280,280,0.28
09373,Sotresgudo,Burgos,443,443,0.443
09374,Susinos del Páramo,Burgos,113,113,0.113
09375,Tamarón,Burgos,41,41,0.041
09377,Tardajos,Burgos,801,801,0.801
09378,Tejada,Burgos,34,34,0.034
09380,Terradillos de Esgueva,Burgos,73,73,0.073
09381,Tinieblas de la Sierra,Burgos,28,28,0.028
09382,Tobar,Burgos,22,22,0.022
09384,Tordómar,Burgos,329,329,0.329
09386,Torrecilla del Monte,Burgos,73,73,0.073
09387,Torregalindo,Burgos,120,120,0.12
09388,Torrelara,Burgos,34,34,0.034
09389,Torrepadre,Burgos,76,76,0.076
09390,Torresandino,Burgos,595,595,0.595
09391,Tórtoles de Esgueva,Burgos,402,402,0.402
09392,Tosantos,Burgos,56,56,0.056
09394,Trespaderne,Burgos,754,754,0.754
09395,Tubilla del Agua,Burgos,142,142,0.142
09396,Tubilla del Lago,Burgos,167,167,0.167
09398,Úrbel del Castillo,Burgos,67,67,0.067
09400,Vadocondes,Burgos,353,353,0.353
09403,Valdeande,Burgos,99,99,0.099
09405,Valdezate,Burgos,124,124,0.124
09406,Valdorros,Burgos,344,344,0.344
09408,Vallarta de Bureba,Burgos,45,45,0.045
09904,Valle de las Navas,Burgos,530,530,0.53
09908,Valle de Losa,Burgos,489,489,0.489
09409,Valle de Manzanedo,Burgos,132,132,0.132
09410,Valle de Mena,Burgos,3995,3995,3.995
09411,Valle de Oca,Burgos,165,165,0.165
09902,Valle de Santibáñez,Burgos,474,474,0.474
09905,Valle de Sedano,Burgos,410,410,0.41
09412,Valle de Tobalina,Burgos,905,905,0.905
09413,Valle de Valdebezana,Burgos,457,457,0.457
09414,Valle de Valdelaguna,Burgos,194,194,0.194
09415,Valle de Valdelucio,Burgos,340,340,0.34
09416,Valle de Zamanzas,Burgos,49,49,0.049
09417,Vallejera,Burgos,40,40,0.04
09418,Valles de Palenzuela,Burgos,80,80,0.08
09419,Valluércanes,Burgos,67,67,0.067
09407,Valmala,Burgos,25,25,0.025
09422,La Vid de Bureba,Burgos,19,19,0.019
09421,La Vid y Barrios,Burgos,273,273,0.273
09423,Vileña,Burgos,26,26,0.026
09427,Villadiego,Burgos,1485,1485,1.485
09428,Villaescusa de Roa,Burgos,97,97,0.097
09429,Villaescusa la Sombría,Burgos,57,57,0.057
09430,Villaespasa,Burgos,27,27,0.027
09431,Villafranca Montes de Oca,Burgos,113,113,0.113
09432,Villafruela,Burgos,169,169,0.169
09433,Villagalijo,Burgos,58,58,0.058
09434,Villagonzalo Pedernales,Burgos,1848,1848,1.848
09437,Villahoz,Burgos,288,288,0.288
09438,Villalba de Duero,Burgos,703,703,0.703
09439,Villalbilla de Burgos,Burgos,1455,1455,1.455
09440,Villalbilla de Gumiel,Burgos,86,86,0.086
09441,Villaldemiro,Burgos,99,99,0.099
09442,Villalmanzo,Burgos,415,415,0.415
09443,Villamayor de los Montes,Burgos,157,157,0.157
09444,Villamayor de Treviño,Burgos,64,64,0.064
09445,Villambistia,Burgos,45,45,0.045
09446,Villamedianilla,Burgos,10,10,0.01
09447,Villamiel de la Sierra,Burgos,44,44,0.044
09448,Villangómez,Burgos,224,224,0.224
09449,Villanueva de Argaño,Burgos,114,114,0.114
09450,Villanueva de Carazo,Burgos,24,24,0.024
09451,Villanueva de Gumiel,Burgos,272,272,0.272
09454,Villanueva de Teba,Burgos,39,39,0.039
09455,Villaquirán de la Puebla,Burgos,48,48,0.048
09456,Villaquirán de los Infantes,Burgos,150,150,0.15
09903,Villarcayo de Merindad de Castilla la Vieja,Burgos,4023,4023,4.023
09458,Villariezo,Burgos,691,691,0.691
09460,Villasandino,Burgos,178,178,0.178
09463,Villasur de Herreros,Burgos,259,259,0.259
09464,Villatuelda,Burgos,40,40,0.04
09466,Villaverde del Monte,Burgos,121,121,0.121
09467,Villaverde-Mogina,Burgos,73,73,0.073
09471,Villayerno Morquillas,Burgos,208,208,0.208
09472,Villazopeque,Burgos,53,53,0.053
09473,Villegas,Burgos,90,90,0.09
09476,Villoruebo,Burgos,68,68,0.068
09424,Viloria de Rioja,Burgos,38,38,0.038
09425,Vilviestre del Pinar,Burgos,530,530,0.53
09478,Vizcaínos,Burgos,46,46,0.046
09480,Zael,Burgos,117,117,0.117
09482,Zarzosa de Río Pisuerga,Burgos,34,34,0.034
09483,Zazuar,Burgos,205,205,0.205
09485,Zuñeda,Burgos,56,56,0.056
10001,Abadía,Cáceres,362,362,0.362
10002,Abertura,Cáceres,402,402,0.402
10003,Acebo,Cáceres,565,565,0.565
10004,Acehúche,Cáceres,814,814,0.814
10005,Aceituna,Cáceres,583,583,0.583
10006,Ahigal,Cáceres,1391,1391,1.391
10903,Alagón del Río,Cáceres,929,929,0.929
10007,Albalá,Cáceres,682,682,0.682
10008,Alcántara,Cáceres,1380,1380,1.38
10009,Alcollarín,Cáceres,274,274,0.274
10010,Alcuéscar,Cáceres,2503,2503,2.503
10012,Aldea del Cano,Cáceres,614,614,0.614
10013,La Aldea del Obispo,Cáceres,298,298,0.298
10011,Aldeacentenera,Cáceres,571,571,0.571
10014,Aldeanueva de la Vera,Cáceres,2036,2036,2.036
10015,Aldeanueva del Camino,Cáceres,720,720,0.72
10016,Aldehuela de Jerte,Cáceres,372,372,0.372
10017,Alía,Cáceres,792,792,0.792
10018,Aliseda,Cáceres,1757,1757,1.757
10019,Almaraz,Cáceres,1700,1700,1.7
10020,Almoharín,Cáceres,1802,1802,1.802
10021,Arroyo de la Luz,Cáceres,5666,5666,5.666
10023,Arroyomolinos,Cáceres,842,842,0.842
10022,Arroyomolinos de la Vera,Cáceres,433,433,0.433
10024,Baños de Montemayor,Cáceres,752,752,0.752
10025,Barrado,Cáceres,377,377,0.377
10026,Belvís de Monroy,Cáceres,745,745,0.745
10027,Benquerencia,Cáceres,79,79,0.079
10028,Berrocalejo,Cáceres,104,104,0.104
10029,Berzocana,Cáceres,416,416,0.416
10030,Bohonal de Ibor,Cáceres,489,489,0.489
10031,Botija,Cáceres,187,187,0.187
10032,Brozas,Cáceres,1786,1786,1.786
10033,Cabañas del Castillo,Cáceres,418,418,0.418
10034,Cabezabellosa,Cáceres,342,342,0.342
10035,Cabezuela del Valle,Cáceres,2145,2145,2.145
10036,Cabrero,Cáceres,329,329,0.329
10037,Cáceres,Cáceres,95659,95659,95.659
10038,Cachorrilla,Cáceres,95,95,0.095
10039,Cadalso,Cáceres,417,417,0.417
10040,Calzadilla,Cáceres,468,468,0.468
10041,Caminomorisco,Cáceres,1158,1158,1.158
10042,Campillo de Deleitosa,Cáceres,79,79,0.079
10043,Campo Lugar,Cáceres,825,825,0.825
10044,Cañamero,Cáceres,1623,1623,1.623
10045,Cañaveral,Cáceres,1035,1035,1.035
10046,Carbajo,Cáceres,198,198,0.198
10047,Carcaboso,Cáceres,1082,1082,1.082
10048,Carrascalejo,Cáceres,225,225,0.225
10049,Casar de Cáceres,Cáceres,4511,4511,4.511
10050,Casar de Palomero,Cáceres,1070,1070,1.07
10051,Casares de las Hurdes,Cáceres,399,399,0.399
10052,Casas de Don Antonio,Cáceres,157,157,0.157
10053,Casas de Don Gómez,Cáceres,291,291,0.291
10056,Casas de Millán,Cáceres,554,554,0.554
10057,Casas de Miravete,Cáceres,128,128,0.128
10054,Casas del Castañar,Cáceres,540,540,0.54
10055,Casas del Monte,Cáceres,788,788,0.788
10058,Casatejada,Cáceres,1342,1342,1.342
10059,Casillas de Coria,Cáceres,344,344,0.344
10060,Castañar de Ibor,Cáceres,1023,1023,1.023
10061,Ceclavín,Cáceres,1802,1802,1.802
10062,Cedillo,Cáceres,426,426,0.426
10063,Cerezo,Cáceres,155,155,0.155
10064,Cilleros,Cáceres,1615,1615,1.615
10065,Collado de la Vera,Cáceres,225,225,0.225
10066,Conquista de la Sierra,Cáceres,192,192,0.192
10067,Coria,Cáceres,12340,12340,12.34
10068,Cuacos de Yuste,Cáceres,848,848,0.848
10069,La Cumbre,Cáceres,836,836,0.836
10070,Deleitosa,Cáceres,684,684,0.684
10071,Descargamaría,Cáceres,108,108,0.108
10072,Eljas,Cáceres,900,900,0.9
10073,Escurial,Cáceres,861,861,0.861
10075,Fresnedoso de Ibor,Cáceres,265,265,0.265
10076,Galisteo,Cáceres,908,908,0.908
10077,Garciaz,Cáceres,699,699,0.699
10079,Garganta la Olla,Cáceres,930,930,0.93
10078,La Garganta,Cáceres,358,358,0.358
10080,Gargantilla,Cáceres,375,375,0.375
10081,Gargüera,Cáceres,181,181,0.181
10082,Garrovillas de Alconétar,Cáceres,1970,1970,1.97
10083,Garvín,Cáceres,104,104,0.104
10084,Gata,Cáceres,1409,1409,1.409
10085,El Gordo,Cáceres,384,384,0.384
10086,La Granja,Cáceres,322,322,0.322
10087,Guadalupe,Cáceres,1823,1823,1.823
10088,Guijo de Coria,Cáceres,199,199,0.199
10089,Guijo de Galisteo,Cáceres,1515,1515,1.515
10090,Guijo de Granadilla,Cáceres,515,515,0.515
10091,Guijo de Santa Bárbara,Cáceres,389,389,0.389
10092,Herguijuela,Cáceres,275,275,0.275
10093,Hernán-Pérez,Cáceres,415,415,0.415
10094,Herrera de Alcántara,Cáceres,230,230,0.23
10095,Herreruela,Cáceres,331,331,0.331
10096,Hervás,Cáceres,3959,3959,3.959
10097,Higuera,Cáceres,106,106,0.106
10098,Hinojal,Cáceres,391,391,0.391
10099,Holguera,Cáceres,621,621,0.621
10100,Hoyos,Cáceres,891,891,0.891
10101,Huélaga,Cáceres,208,208,0.208
10102,Ibahernando,Cáceres,543,543,0.543
10103,Jaraicejo,Cáceres,456,456,0.456
10104,Jaraíz de la Vera,Cáceres,6560,6560,6.56
10105,Jarandilla de la Vera,Cáceres,2827,2827,2.827
10106,Jarilla,Cáceres,136,136,0.136
10107,Jerte,Cáceres,1253,1253,1.253
10108,Ladrillar,Cáceres,187,187,0.187
10109,Logrosán,Cáceres,1954,1954,1.954
10110,Losar de la Vera,Cáceres,2626,2626,2.626
10111,Madrigal de la Vera,Cáceres,1564,1564,1.564
10112,Madrigalejo,Cáceres,1694,1694,1.694
10113,Madroñera,Cáceres,2457,2457,2.457
10114,Majadas,Cáceres,1338,1338,1.338
10115,Malpartida de Cáceres,Cáceres,4059,4059,4.059
10116,Malpartida de Plasencia,Cáceres,4602,4602,4.602
10117,Marchagaz,Cáceres,208,208,0.208
10118,Mata de Alcántara,Cáceres,284,284,0.284
10119,Membrío,Cáceres,592,592,0.592
10120,Mesas de Ibor,Cáceres,162,162,0.162
10121,Miajadas,Cáceres,9500,9500,9.5
10122,Millanes,Cáceres,256,256,0.256
10123,Mirabel,Cáceres,669,669,0.669
10124,Mohedas de Granadilla,Cáceres,878,878,0.878
10125,Monroy,Cáceres,922,922,0.922
10126,Montánchez,Cáceres,1668,1668,1.668
10127,Montehermoso,Cáceres,5705,5705,5.705
10128,Moraleja,Cáceres,6684,6684,6.684
10129,Morcillo,Cáceres,371,371,0.371
10130,Navaconcejo,Cáceres,2046,2046,2.046
10131,Navalmoral de la Mata,Cáceres,17045,17045,17.045
10132,Navalvillar de Ibor,Cáceres,395,395,0.395
10133,Navas del Madroño,Cáceres,1265,1265,1.265
10134,Navezuelas,Cáceres,627,627,0.627
10135,Nuñomoral,Cáceres,1225,1225,1.225
10136,Oliva de Plasencia,Cáceres,290,290,0.29
10137,Palomero,Cáceres,405,405,0.405
10138,Pasarón de la Vera,Cáceres,606,606,0.606
10139,Pedroso de Acim,Cáceres,84,84,0.084
10140,Peraleda de la Mata,Cáceres,1398,1398,1.398
10141,Peraleda de San Román,Cáceres,297,297,0.297
10142,Perales del Puerto,Cáceres,947,947,0.947
10143,Pescueza,Cáceres,138,138,0.138
10144,La Pesga,Cáceres,1018,1018,1.018
10145,Piedras Albas,Cáceres,136,136,0.136
10146,Pinofranqueado,Cáceres,1688,1688,1.688
10147,Piornal,Cáceres,1485,1485,1.485
10148,Plasencia,Cáceres,39862,39862,39.862
10149,Plasenzuela,Cáceres,481,481,0.481
10150,Portaje,Cáceres,371,371,0.371
10151,Portezuelo,Cáceres,222,222,0.222
10152,Pozuelo de Zarzón,Cáceres,442,442,0.442
10905,Pueblonuevo de Miramontes,Cáceres,770,770,0.77
10153,Puerto de Santa Cruz,Cáceres,290,290,0.29
10154,Rebollar,Cáceres,210,210,0.21
10155,Riolobos,Cáceres,1198,1198,1.198
10156,Robledillo de Gata,Cáceres,86,86,0.086
10157,Robledillo de la Vera,Cáceres,266,266,0.266
10158,Robledillo de Trujillo,Cáceres,364,364,0.364
10159,Robledollano,Cáceres,290,290,0.29
10160,Romangordo,Cáceres,260,260,0.26
10901,Rosalejo,Cáceres,1411,1411,1.411
10161,Ruanes,Cáceres,87,87,0.087
10162,Salorino,Cáceres,571,571,0.571
10163,Salvatierra de Santiago,Cáceres,282,282,0.282
10164,San Martín de Trevejo,Cáceres,758,758,0.758
10165,Santa Ana,Cáceres,273,273,0.273
10166,Santa Cruz de la Sierra,Cáceres,328,328,0.328
10167,Santa Cruz de Paniagua,Cáceres,297,297,0.297
10168,Santa Marta de Magasca,Cáceres,306,306,0.306
10169,Santiago de Alcántara,Cáceres,487,487,0.487
10170,Santiago del Campo,Cáceres,234,234,0.234
10171,Santibáñez el Alto,Cáceres,365,365,0.365
10172,Santibáñez el Bajo,Cáceres,744,744,0.744
10173,Saucedilla,Cáceres,867,867,0.867
10174,Segura de Toro,Cáceres,187,187,0.187
10175,Serradilla,Cáceres,1513,1513,1.513
10176,Serrejón,Cáceres,406,406,0.406
10177,Sierra de Fuentes,Cáceres,1997,1997,1.997
10178,Talaván,Cáceres,798,798,0.798
10179,Talaveruela de la Vera,Cáceres,317,317,0.317
10180,Talayuela,Cáceres,7253,7253,7.253
10181,Tejeda de Tiétar,Cáceres,770,770,0.77
10904,Tiétar,Cáceres,879,879,0.879
10182,Toril,Cáceres,154,154,0.154
10183,Tornavacas,Cáceres,1074,1074,1.074
10184,El Torno,Cáceres,842,842,0.842
10187,Torre de Don Miguel,Cáceres,494,494,0.494
10188,Torre de Santa María,Cáceres,528,528,0.528
10185,Torrecilla de los Ángeles,Cáceres,636,636,0.636
10186,Torrecillas de la Tiesa,Cáceres,1075,1075,1.075
10190,Torrejón el Rubio,Cáceres,556,556,0.556
10189,Torrejoncillo,Cáceres,2897,2897,2.897
10191,Torremenga,Cáceres,587,587,0.587
10192,Torremocha,Cáceres,777,777,0.777
10193,Torreorgaz,Cáceres,1674,1674,1.674
10194,Torrequemada,Cáceres,566,566,0.566
10195,Trujillo,Cáceres,8859,8859,8.859
10196,Valdastillas,Cáceres,317,317,0.317
10197,Valdecañas de Tajo,Cáceres,113,113,0.113
10198,Valdefuentes,Cáceres,1135,1135,1.135
10199,Valdehúncar,Cáceres,181,181,0.181
10200,Valdelacasa de Tajo,Cáceres,343,343,0.343
10201,Valdemorales,Cáceres,208,208,0.208
10202,Valdeobispo,Cáceres,656,656,0.656
10203,Valencia de Alcántara,Cáceres,5327,5327,5.327
10204,Valverde de la Vera,Cáceres,437,437,0.437
10205,Valverde del Fresno,Cáceres,2211,2211,2.211
10902,Vegaviana,Cáceres,843,843,0.843
10206,Viandar de la Vera,Cáceres,216,216,0.216
10207,Villa del Campo,Cáceres,459,459,0.459
10208,Villa del Rey,Cáceres,127,127,0.127
10209,Villamesías,Cáceres,262,262,0.262
10210,Villamiel,Cáceres,461,461,0.461
10211,Villanueva de la Sierra,Cáceres,447,447,0.447
10212,Villanueva de la Vera,Cáceres,2105,2105,2.105
10214,Villar de Plasencia,Cáceres,242,242,0.242
10213,Villar del Pedroso,Cáceres,554,554,0.554
10215,Villasbuenas de Gata,Cáceres,406,406,0.406
10216,Zarza de Granadilla,Cáceres,1792,1792,1.792
10217,Zarza de Montánchez,Cáceres,529,529,0.529
10218,Zarza la Mayor,Cáceres,1199,1199,1.199
10219,Zorita,Cáceres,1330,1330,1.33
11001,Alcalá de los Gazules,Cádiz,5255,5255,5.255
11002,Alcalá del Valle,Cádiz,5043,5043,5.043
11003,Algar,Cádiz,1448,1448,1.448
11004,Algeciras,Cádiz,123435,123435,123.435
11005,Algodonales,Cádiz,5511,5511,5.511
11006,Arcos de la Frontera,Cádiz,30931,30931,30.931
11007,Barbate,Cádiz,22701,22701,22.701
11008,Los Barrios,Cádiz,24164,24164,24.164
11901,Benalup-Casas Viejas,Cádiz,7161,7161,7.161
11009,Benaocaz,Cádiz,688,688,0.688
11010,Bornos,Cádiz,7658,7658,7.658
11011,El Bosque,Cádiz,2225,2225,2.225
11012,Cádiz,Cádiz,114442,114442,114.442
11013,Castellar de la Frontera,Cádiz,3083,3083,3.083
11015,Chiclana de la Frontera,Cádiz,86450,86450,86.45
11016,Chipiona,Cádiz,19386,19386,19.386
11014,Conil de la Frontera,Cádiz,23186,23186,23.186
11017,Espera,Cádiz,3844,3844,3.844
11018,El Gastor,Cádiz,1720,1720,1.72
11019,Grazalema,Cádiz,2031,2031,2.031
11020,Jerez de la Frontera,Cádiz,213616,213616,213.616
11021,Jimena de la Frontera,Cádiz,6746,6746,6.746
11022,La Línea de la Concepción,Cádiz,64242,64242,64.242
11023,Medina Sidonia,Cádiz,11866,11866,11.866
11024,Olvera,Cádiz,8013,8013,8.013
11025,Paterna de Rivera,Cádiz,5476,5476,5.476
11026,Prado del Rey,Cádiz,5689,5689,5.689
11027,El Puerto de Santa María,Cádiz,89062,89062,89.062
11028,Puerto Real,Cádiz,41793,41793,41.793
11029,Puerto Serrano,Cádiz,6945,6945,6.945
11030,Rota,Cádiz,29446,29446,29.446
11031,San Fernando,Cádiz,94952,94952,94.952
11902,San José del Valle,Cádiz,4435,4435,4.435
11903,San Martín del Tesorillo,Cádiz,2773,2773,2.773
11033,San Roque,Cádiz,32663,32663,32.663
11032,Sanlúcar de Barrameda,Cádiz,69590,69590,69.59
11034,Setenil de las Bodegas,Cádiz,2702,2702,2.702
11035,Tarifa,Cádiz,18465,18465,18.465
11036,Torre Alháquime,Cádiz,800,800,0.8
11037,Trebujena,Cádiz,7044,7044,7.044
11038,Ubrique,Cádiz,16493,16493,16.493
11039,Vejer de la Frontera,Cádiz,12622,12622,12.622
11040,Villaluenga del Rosario,Cádiz,470,470,0.47
11041,Villamartín,Cádiz,12213,12213,12.213
11042,Zahara,Cádiz,1395,1395,1.395
12002,Aín,Castellón/Castelló,136,136,0.136
12003,Albocàsser,Castellón/Castelló,1262,1262,1.262
12004,Alcalà de Xivert,Castellón/Castelló,6877,6877,6.877
12005,L'Alcora,Castellón/Castelló,10450,10450,10.45
12006,Alcudia de Veo,Castellón/Castelló,197,197,0.197
12007,Alfondeguilla,Castellón/Castelló,871,871,0.871
12008,Algimia de Almonacid,Castellón/Castelló,239,239,0.239
12009,Almazora/Almassora,Castellón/Castelló,26890,26890,26.89
12010,Almedíjar,Castellón/Castelló,254,254,0.254
12011,Almenara,Castellón/Castelló,6253,6253,6.253
12901,Les Alqueries/Alquerías del Niño Perdido,Castellón/Castelló,4525,4525,4.525
12012,Altura,Castellón/Castelló,3676,3676,3.676
12013,Arañuel,Castellón/Castelló,151,151,0.151
12014,Ares del Maestrat,Castellón/Castelló,175,175,0.175
12015,Argelita,Castellón/Castelló,147,147,0.147
12016,Artana,Castellón/Castelló,1963,1963,1.963
12001,Atzeneta del Maestrat,Castellón/Castelló,1292,1292,1.292
12017,Ayódar,Castellón/Castelló,158,158,0.158
12018,Azuébar,Castellón/Castelló,320,320,0.32
12020,Barracas,Castellón/Castelló,186,186,0.186
12022,Bejís,Castellón/Castelló,388,388,0.388
12024,Benafer,Castellón/Castelló,174,174,0.174
12025,Benafigos,Castellón/Castelló,146,146,0.146
12026,Benassal,Castellón/Castelló,1056,1056,1.056
12027,Benicarló,Castellón/Castelló,27625,27625,27.625
12028,Benicasim/Benicàssim,Castellón/Castelló,19003,19003,19.003
12029,Benlloc,Castellón/Castelló,1075,1075,1.075
12021,Betxí,Castellón/Castelló,5649,5649,5.649
12032,Borriana/Burriana,Castellón/Castelló,34842,34842,34.842
12031,Borriol,Castellón/Castelló,5550,5550,5.55
12033,Cabanes,Castellón/Castelló,3010,3010,3.01
12034,Càlig,Castellón/Castelló,2026,2026,2.026
12036,Canet lo Roig,Castellón/Castelló,682,682,0.682
12037,Castell de Cabres,Castellón/Castelló,22,22,0.022
12038,Castellfort,Castellón/Castelló,179,179,0.179
12039,Castellnovo,Castellón/Castelló,912,912,0.912
